T,x,y
384.07170896281855,0.0,0.0
383.14167501934975,0.02040816326530612,0.04527703240335923
382.2303936589515,0.04081632653061224,0.08856862593529675
381.33736986006875,0.061224489795918366,0.12997941455043382
380.4621188101205,0.08163265306122448,0.16960800243523197
379.60416625298296,0.1020408163265306,0.20754730894734613
378.76304875045076,0.12244897959183673,0.2438848977120146
377.9383138672163,0.14285714285714285,0.2787032898154104
377.1295202881771,0.16326530612244897,0.31208026120656485
376.33623787615744,0.18367346938775508,0.3440891245568589
375.5580476774435,0.2040816326530612,0.3747989959342388
374.7945418818635,0.22448979591836732,0.404275046732463
374.0453237435162,0.24489795918367346,0.43257874135786173
373.3100074676686,0.26530612244897955,0.4597680612206341
372.5882180687832,0.2857142857142857,0.48589771560745054
371.8795912041305,0.3061224489795918,0.511019340029941
371.1837729869677,0.32653061224489793,0.5351816826514307
370.5004197828319,0.3469387755102041,0.5584307793940675
369.82919799209475,0.36734693877551017,0.5808101183219845
369.16978382156856,0.3877551020408163,0.6023607938844635
368.52186304761966,0.4081632653061224,0.6231216515876282
367.8851307729489,0.42857142857142855,0.6431294236448056
367.2592911789291,0.44897959183673464,0.6624188561352209
366.6440572751435,0.4693877551020408,0.6810228281786427
366.0391506475578,0.4897959183673469,0.6989724636109385
365.44430120655477,0.5102040816326531,0.7162972356219757
364.8592469358918,0.5306122448979591,0.7330250647940756
364.2837336434841,0.5510204081632653,0.7491824109558884
363.7175147147735,0.5714285714285714,0.7647943592436908
363.16035086933,0.5918367346938775,0.7798847007400063
362.6120099212112,0.6122448979591836,0.7944760080376329
362.07226654352087,0.6326530612244897,0.8085897060566503
361.54090203751167,0.6530612244897959,0.8222461384218229
361.0177041065136,0.673469387755102,0.8354646296889617
360.50246663489514,0.6938775510204082,0.8482635436906478
359.99498947221235,0.7142857142857142,0.8606603382544937
359.49507822264906,0.7346938775510203,0.8726716165309955
359.00254403980875,0.7551020408163265,0.8843131751525145
358.5172034268802,0.7755102040816326,0.89560004943064
358.03887804216885,0.7959183673469387,0.9065465557854661
357.5673945099542,0.8163265306122448,0.9171663315875328
357.10258423661406,0.836734693877551,0.9274723725813488
356.64428323193096,0.8571428571428571,0.9374770680478964
356.1923319354858,0.8775510204081632,0.9471922338533845
355.7465750480216,0.8979591836734693,0.9566291435213296
355.3068613676524,0.9183673469387754,0.9657985574560578
354.87304363078425,0.9387755102040816,0.9747107504372116
354.44497835760046,0.9591836734693877,0.9833755374965099
354.02252570196316,0.9795918367346939,0.9918022982810624
353.60554930557413,1.0,0.9999999999999997
